series_code,module_code,module_name,stage_no,lesson_count,total_hours,module_keywords
scripting_and_automation_advanced,scripting_and_automation_advanced_m1,自动化工具封装与发布,1,8,16,"[""脚本与自动化编程"", ""项目实践"", ""工程能力""]"
scripting_and_automation_advanced,scripting_and_automation_advanced_m2,日志监控与异常处理,2,10,20,"[""脚本与自动化编程"", ""项目实践"", ""工程能力""]"
scripting_and_automation_advanced,scripting_and_automation_advanced_m3,项目复盘与效率优化,3,12,24,"[""脚本与自动化编程"", ""项目实践"", ""工程能力""]"
scripting_and_automation_foundation,scripting_and_automation_foundation_m1,脚本语法与环境配置,1,8,16,"[""脚本与自动化编程"", ""项目实践"", ""工程能力""]"
scripting_and_automation_foundation,scripting_and_automation_foundation_m2,文件处理与批量任务,2,10,20,"[""脚本与自动化编程"", ""项目实践"", ""工程能力""]"
scripting_and_automation_foundation,scripting_and_automation_foundation_m3,常见自动化场景练习,3,10,20,"[""脚本与自动化编程"", ""项目实践"", ""工程能力""]"
scripting_and_automation_practice,scripting_and_automation_practice_m1,接口调用与定时任务,1,8,16,"[""脚本与自动化编程"", ""项目实践"", ""工程能力""]"
scripting_and_automation_practice,scripting_and_automation_practice_m2,表格数据处理与报表生成,2,10,20,"[""脚本与自动化编程"", ""项目实践"", ""工程能力""]"
scripting_and_automation_practice,scripting_and_automation_practice_m3,办公运维脚本项目,3,12,24,"[""脚本与自动化编程"", ""项目实践"", ""工程能力""]"
senior_transition_advanced,senior_transition_advanced_m1,关键学科专题突破,1,8,16,"[""高中关键学科衔接"", ""成长规划"", ""能力提升""]"
senior_transition_advanced,senior_transition_advanced_m2,综合应用与拔高训练,2,10,20,"[""高中关键学科衔接"", ""成长规划"", ""能力提升""]"
senior_transition_advanced,senior_transition_advanced_m3,阶段规划与家校沟通建议,3,8,16,"[""高中关键学科衔接"", ""成长规划"", ""能力提升""]"
senior_transition_foundation,senior_transition_foundation_m1,初高中知识差异认知,1,6,12,"[""高中关键学科衔接"", ""成长规划"", ""能力提升""]"
senior_transition_foundation,senior_transition_foundation_m2,学习方法与节奏重建,2,8,16,"[""高中关键学科衔接"", ""成长规划"", ""能力提升""]"
senior_transition_foundation,senior_transition_foundation_m3,核心学科基础补强,3,6,12,"[""高中关键学科衔接"", ""成长规划"", ""能力提升""]"
senior_transition_practice,senior_transition_practice_m1,高一同步难点梳理,1,8,16,"[""高中关键学科衔接"", ""成长规划"", ""能力提升""]"
senior_transition_practice,senior_transition_practice_m2,阶段测评与错题复盘,2,8,16,"[""高中关键学科衔接"", ""成长规划"", ""能力提升""]"
senior_transition_practice,senior_transition_practice_m3,习惯管理与目标跟进,3,8,16,"[""高中关键学科衔接"", ""成长规划"", ""能力提升""]"
service_standard_advanced,service_standard_advanced_m1,体验指标与满意度分析,1,8,16,"[""服务规范"", ""流程优化"", ""客户体验""]"
service_standard_advanced,service_standard_advanced_m2,门店服务案例复盘,2,8,16,"[""服务规范"", ""流程优化"", ""客户体验""]"
service_standard_advanced,service_standard_advanced_m3,持续改进机制设计,3,10,20,"[""服务规范"", ""流程优化"", ""客户体验""]"
service_standard_foundation,service_standard_foundation_m1,服务标准与关键触点识别,1,6,12,"[""服务规范"", ""流程优化"", ""客户体验""]"
service_standard_foundation,service_standard_foundation_m2,服务礼仪与表达规范,2,8,16,"[""服务规范"", ""流程优化"", ""客户体验""]"
service_standard_foundation,service_standard_foundation_m3,基础执行与巡检训练,3,8,16,"[""服务规范"", ""流程优化"", ""客户体验""]"
service_standard_practice,service_standard_practice_m1,流程节点优化与责任交接,1,8,16,"[""服务规范"", ""流程优化"", ""客户体验""]"
service_standard_practice,service_standard_practice_m2,服务异常场景处理,2,8,16,"[""服务规范"", ""流程优化"", ""客户体验""]"
service_standard_practice,service_standard_practice_m3,标准模板与SOP建设,3,8,16,"[""服务规范"", ""流程优化"", ""客户体验""]"
simulation_and_physics_advanced,simulation_and_physics_advanced_m1,复杂仿真系统建模,1,8,16,"[""仿真与物理系统"", ""图形交互"", ""项目实战""]"
simulation_and_physics_advanced,simulation_and_physics_advanced_m2,稳定性与性能优化,2,10,20,"[""仿真与物理系统"", ""图形交互"", ""项目实战""]"
simulation_and_physics_advanced,simulation_and_physics_advanced_m3,仿真项目复盘,3,12,24,"[""仿真与物理系统"", ""图形交互"", ""项目实战""]"
simulation_and_physics_foundation,simulation_and_physics_foundation_m1,数值积分与刚体动力学,1,8,16,"[""仿真与物理系统"", ""图形交互"", ""项目实战""]"
simulation_and_physics_foundation,simulation_and_physics_foundation_m2,碰撞检测与约束基础,2,8,16,"[""仿真与物理系统"", ""图形交互"", ""项目实战""]"
simulation_and_physics_foundation,simulation_and_physics_foundation_m3,入门仿真实验,3,10,20,"[""仿真与物理系统"", ""图形交互"", ""项目实战""]"
simulation_and_physics_practice,simulation_and_physics_practice_m1,粒子系统与流体模拟,1,8,16,"[""仿真与物理系统"", ""图形交互"", ""项目实战""]"
simulation_and_physics_practice,simulation_and_physics_practice_m2,物理引擎调参与调试,2,10,20,"[""仿真与物理系统"", ""图形交互"", ""项目实战""]"
simulation_and_physics_practice,simulation_and_physics_practice_m3,项目案例实战,3,10,20,"[""仿真与物理系统"", ""图形交互"", ""项目实战""]"
systems_programming_advanced,systems_programming_advanced_m1,Linux系统组件开发,1,8,16,"[""系统级编程"", ""项目实践"", ""工程能力""]"
systems_programming_advanced,systems_programming_advanced_m2,性能分析与稳定性优化,2,10,20,"[""系统级编程"", ""项目实践"", ""工程能力""]"
systems_programming_advanced,systems_programming_advanced_m3,系统项目复盘与面试提升,3,12,24,"[""系统级编程"", ""项目实践"", ""工程能力""]"
systems_programming_foundation,systems_programming_foundation_m1,C语言核心语法与指针,1,8,16,"[""系统级编程"", ""项目实践"", ""工程能力""]"
systems_programming_foundation,systems_programming_foundation_m2,内存模型与编译流程,2,10,20,"[""系统级编程"", ""项目实践"", ""工程能力""]"
systems_programming_foundation,systems_programming_foundation_m3,文件与进程基础,3,10,20,"[""系统级编程"", ""项目实践"", ""工程能力""]"
systems_programming_practice,systems_programming_practice_m1,进程线程与并发控制,1,8,16,"[""系统级编程"", ""项目实践"", ""工程能力""]"
systems_programming_practice,systems_programming_practice_m2,网络编程与系统调用,2,10,20,"[""系统级编程"", ""项目实践"", ""工程能力""]"
systems_programming_practice,systems_programming_practice_m3,调试排错与案例实践,3,12,24,"[""系统级编程"", ""项目实践"", ""工程能力""]"
talent_development_advanced,talent_development_advanced_m1,人才盘点与梯队建设,1,8,16,"[""人才培养"", ""管理场景"", ""组织协同""]"
talent_development_advanced,talent_development_advanced_m2,关键岗位接班规划,2,8,16,"[""人才培养"", ""管理场景"", ""组织协同""]"
talent_development_advanced,talent_development_advanced_m3,培养体系复盘与优化,3,10,20,"[""人才培养"", ""管理场景"", ""组织协同""]"
talent_development_foundation,talent_development_foundation_m1,潜力识别与人才画像,1,6,12,"[""人才培养"", ""管理场景"", ""组织协同""]"
talent_development_foundation,talent_development_foundation_m2,岗位能力模型与评估,2,8,16,"[""人才培养"", ""管理场景"", ""组织协同""]"
talent_development_foundation,talent_development_foundation_m3,培养目标设定与计划,3,8,16,"[""人才培养"", ""管理场景"", ""组织协同""]"
talent_development_practice,talent_development_practice_m1,一对一辅导与反馈面谈,1,8,16,"[""人才培养"", ""管理场景"", ""组织协同""]"
talent_development_practice,talent_development_practice_m2,成长任务设计与跟进,2,8,16,"[""人才培养"", ""管理场景"", ""组织协同""]"
talent_development_practice,talent_development_practice_m3,高潜员工培养案例,3,10,20,"[""人才培养"", ""管理场景"", ""组织协同""]"
teacher_certificate_advanced,teacher_certificate_advanced_m1,笔试面试一体规划,1,8,16,"[""教师资格证"", ""考证通关"", ""模考复盘""]"
teacher_certificate_advanced,teacher_certificate_advanced_m2,高频考点串讲与模考,2,10,20,"[""教师资格证"", ""考证通关"", ""模考复盘""]"
teacher_certificate_advanced,teacher_certificate_advanced_m3,考前押题与冲刺答疑,3,8,16,"[""教师资格证"", ""考证通关"", ""模考复盘""]"
teacher_certificate_foundation,teacher_certificate_foundation_m1,综合素质核心考点,1,8,16,"[""教师资格证"", ""考证通关"", ""模考复盘""]"
teacher_certificate_foundation,teacher_certificate_foundation_m2,教育知识与能力梳理,2,10,20,"[""教师资格证"", ""考证通关"", ""模考复盘""]"
teacher_certificate_foundation,teacher_certificate_foundation_m3,真题训练与笔记构建,3,8,16,"[""教师资格证"", ""考证通关"", ""模考复盘""]"
teacher_certificate_practice,teacher_certificate_practice_m1,结构化问答与教资训练,1,8,16,"[""教师资格证"", ""考证通关"", ""模考复盘""]"
teacher_certificate_practice,teacher_certificate_practice_m2,试讲设计与板书演练,2,10,20,"[""教师资格证"", ""考证通关"", ""模考复盘""]"
teacher_certificate_practice,teacher_certificate_practice_m3,面试模拟与逐项反馈,3,8,16,"[""教师资格证"", ""考证通关"", ""模考复盘""]"
teacher_recruitment_exam_advanced,teacher_recruitment_exam_advanced_m1,试讲结构与板书设计,1,8,16,"[""教师招聘考试"", ""题型技巧"", ""模考复盘""]"
teacher_recruitment_exam_advanced,teacher_recruitment_exam_advanced_m2,说课答辩与教资训练,2,10,20,"[""教师招聘考试"", ""题型技巧"", ""模考复盘""]"
teacher_recruitment_exam_advanced,teacher_recruitment_exam_advanced_m3,模拟试讲与个性反馈,3,8,16,"[""教师招聘考试"", ""题型技巧"", ""模考复盘""]"
teacher_recruitment_exam_foundation,teacher_recruitment_exam_foundation_m1,教育综合基础梳理,1,8,16,"[""教师招聘考试"", ""题型技巧"", ""模考复盘""]"
teacher_recruitment_exam_foundation,teacher_recruitment_exam_foundation_m2,学科知识框架搭建,2,10,20,"[""教师招聘考试"", ""题型技巧"", ""模考复盘""]"
teacher_recruitment_exam_foundation,teacher_recruitment_exam_foundation_m3,笔试题型入门训练,3,8,16,"[""教师招聘考试"", ""题型技巧"", ""模考复盘""]"
teacher_recruitment_exam_practice,teacher_recruitment_exam_practice_m1,学科高频考点突破,1,8,16,"[""教师招聘考试"", ""题型技巧"", ""模考复盘""]"
teacher_recruitment_exam_practice,teacher_recruitment_exam_practice_m2,真题演练与答题规范,2,10,20,"[""教师招聘考试"", ""题型技巧"", ""模考复盘""]"
teacher_recruitment_exam_practice,teacher_recruitment_exam_practice_m3,错题复盘与提分路径,3,8,16,"[""教师招聘考试"", ""题型技巧"", ""模考复盘""]"
web_programming_languages_advanced,web_programming_languages_advanced_m1,TypeScript类型系统,1,8,16,"[""Web编程语言"", ""项目实践"", ""工程能力""]"
web_programming_languages_advanced,web_programming_languages_advanced_m2,工程化配置与代码规范,2,10,20,"[""Web编程语言"", ""项目实践"", ""工程能力""]"
web_programming_languages_advanced,web_programming_languages_advanced_m3,组件化项目与性能优化,3,12,24,"[""Web编程语言"", ""项目实践"", ""工程能力""]"
web_programming_languages_foundation,web_programming_languages_foundation_m1,HTML/CSS/JavaScript基础,1,8,16,"[""Web编程语言"", ""项目实践"", ""工程能力""]"
web_programming_languages_foundation,web_programming_languages_foundation_m2,浏览器机制与DOM操作,2,10,20,"[""Web编程语言"", ""项目实践"", ""工程能力""]"
web_programming_languages_foundation,web_programming_languages_foundation_m3,页面交互练习,3,10,20,"[""Web编程语言"", ""项目实践"", ""工程能力""]"
web_programming_languages_practice,web_programming_languages_practice_m1,异步编程与模块化开发,1,8,16,"[""Web编程语言"", ""项目实践"", ""工程能力""]"
web_programming_languages_practice,web_programming_languages_practice_m2,接口联调与调试实战,2,10,20,"[""Web编程语言"", ""项目实践"", ""工程能力""]"
web_programming_languages_practice,web_programming_languages_practice_m3,中型页面项目开发,3,12,24,"[""Web编程语言"", ""项目实践"", ""工程能力""]"
workplace_safety_advanced,workplace_safety_advanced_m1,应急响应流程设计,1,8,16,"[""安全生产"", ""风险防控"", ""应急演练""]"
workplace_safety_advanced,workplace_safety_advanced_m2,疏散演练与跨班组协同,2,8,16,"[""安全生产"", ""风险防控"", ""应急演练""]"
workplace_safety_advanced,workplace_safety_advanced_m3,事件复盘与持续改进,3,10,20,"[""安全生产"", ""风险防控"", ""应急演练""]"
workplace_safety_foundation,workplace_safety_foundation_m1,安全规范与岗位红线,1,6,12,"[""安全生产"", ""风险防控"", ""应急演练""]"
workplace_safety_foundation,workplace_safety_foundation_m2,隐患识别与巡检方法,2,8,16,"[""安全生产"", ""风险防控"", ""应急演练""]"
workplace_safety_foundation,workplace_safety_foundation_m3,基础演练与记录要求,3,8,16,"[""安全生产"", ""风险防控"", ""应急演练""]"
workplace_safety_practice,workplace_safety_practice_m1,现场风险评估与操作规范,1,8,16,"[""安全生产"", ""风险防控"", ""应急演练""]"
workplace_safety_practice,workplace_safety_practice_m2,设备使用与异常上报,2,8,16,"[""安全生产"", ""风险防控"", ""应急演练""]"
workplace_safety_practice,workplace_safety_practice_m3,事故案例复盘与防控,3,8,16,"[""安全生产"", ""风险防控"", ""应急演练""]"
